strategy,n_targeted,pct_targeted,email_cost_total,treated_outcome_rate,control_outcome_rate,incremental_conversion_rate,incremental_conversion_rate_ci_lower,incremental_conversion_rate_ci_upper,incremental_conversions,incremental_profit,incremental_spend,net_value,net_value_per_customer,note
target_by_response_probability,4800,0.3,240.0,0.012759170653907496,0.010810810810810811,0.0019483598430966847,-0.004386385993697614,0.008283105679890983,9.352127246864086,1058.7767623353175,1153.1110823742388,818.7767623353175,0.17057849215319115,top 30% by response_score
target_by_predicted_uplift,4800,0.3,240.0,0.009993753903810118,0.0037546933667083854,0.006239060537101732,0.0016704795361138624,0.010807641538089602,29.947490578088313,3390.4272554640293,4305.433778481691,3150.4272554640293,0.6563390115550061,top 30% by tau_hat
