strategy,n_targeted,pct_targeted,email_cost_total,treated_outcome_rate,control_outcome_rate,incremental_conversion_rate,incremental_conversion_rate_ci_lower,incremental_conversion_rate_ci_upper,incremental_conversions,incremental_profit,incremental_spend,net_value,net_value_per_customer,note
target_by_response_probability,4800,0.3,240.0,0.012742911755336095,0.010836845273931367,0.0019060664814047282,-0.004434939894447191,0.008247072857256649,9.149119110742696,1035.7937242075584,1128.399627225717,795.7937242075584,0.165790359209908,top 30% by response_score
target_by_predicted_uplift,4800,0.3,240.0,0.009760705289672544,0.003694581280788177,0.006066124008884367,0.001548670087813132,0.010583577929955602,29.117395242644964,3296.4501710541626,3897.908103882567,3056.4501710541626,0.6367604523029505,top 30% by tau_hat
